20180801|GS|272148
20180802|GS|334804
20180803|GS|494140
20180806|GS|280690
20180807|GS|304565
20180808|GS|375770
20180809|GS|320601
20180810|GS|802023
20180813|GS|535208
20180814|GS|197147
20180815|GS|411650
20180816|GS|286137
20180817|GS|225669
20180820|GS|327579
20180821|GS|300382
20180822|GS|307083
20180823|GS|265063
20180824|GS|165454
20180827|GS|434957
20180828|GS|404509
20180829|GS|166306
20180830|GS|233761
20180831|GS|202912
20180904|GS|221695
20180905|GS|194427
20180906|GS|181197
20180907|GS|142116
20180910|GS|135522
20180911|GS|143700
20180912|GS|252487
20180913|GS|223801
20180914|GS|124356
20180917|GS|94157
20180918|GS|142373
20180919|GS|213676
20180920|GS|239290
20180921|GS|218417
20180924|GS|129000
20180925|GS|161037
20180926|GS|222487
20180927|GS|166335
20180928|GS|278034
20181001|GS|182017
20181002|GS|117946
20181003|GS|194179
20181004|GS|230280
20181005|GS|183245
20181008|GS|163774
20181009|GS|149813
20181010|GS|330197
20181011|GS|652090
20181012|GS|556310
20181015|GS|442463
20181016|GS|782599
20181017|GS|631027
20181018|GS|205422
20181019|GS|188700
20181022|GS|233754
20181023|GS|246945
20181024|GS|280206
20181025|GS|211923
20181026|GS|212810
20181029|GS|163829
20181030|GS|272535
20181031|GS|311639
20181101|GS|152544
20181102|GS|312199
20181105|GS|283365
20181106|GS|262502
20181107|GS|240807
20181108|GS|109385
20181109|GS|130037
20181112|GS|923871
20181113|GS|955719
20181114|GS|804444
20181115|GS|636115
20181116|GS|307619
20181119|GS|246537
20181120|GS|508464
20181121|GS|296087
20181123|GS|207676
20181126|GS|338613
20181127|GS|269372
20181128|GS|509265
20181129|GS|407934
20181130|GS|999423
20181203|GS|446544
20181204|GS|854327
20181206|GS|729463
20181207|GS|535777
20181210|GS|493674
20181211|GS|540266
20181212|GS|612361
20181213|GS|449713
20181214|GS|551826
20181217|GS|1179412
20181218|GS|805669
20181219|GS|707601
20181220|GS|1023664
20181221|GS|826308
20181224|GS|522284
20181226|GS|1213866
20181227|GS|861733
20181228|GS|678554
20181231|GS|797365
20190102|GS|842990
20190103|GS|549253
20190104|GS|459054
20190107|GS|548045
20190108|GS|404404
20190109|GS|450313
20190110|GS|417806
20190111|GS|548505
20190114|GS|534347
20190115|GS|536206
20190116|GS|3336973
20190117|GS|1468302
20190118|GS|755564
20190122|GS|582426
20190123|GS|426559
20190124|GS|351771
20190125|GS|296135
20190128|GS|335331
20190129|GS|407987
20190130|GS|350804
20190131|GS|431557
20190201|GS|313780
20190204|GS|290208
20190205|GS|318301
20190206|GS|244310
20190207|GS|325978
20190208|GS|309927
20190211|GS|216823
20190212|GS|242365
20190213|GS|330244
20190214|GS|359389
20190215|GS|357761
20190219|GS|317468
20190220|GS|247273
20190221|GS|350978
20190222|GS|261206
20190225|GS|492945
20190226|GS|352575
20190227|GS|266526
20190228|GS|241454
20190301|GS|325903
20190304|GS|373268
20190305|GS|339119
20190306|GS|328198
20190307|GS|612352
20190308|GS|458336
20190311|GS|343171
20190312|GS|241998
20190313|GS|202906
20190314|GS|159847
20190315|GS|256382
20190318|GS|586547
20190319|GS|597897
20190320|GS|748693
20190321|GS|494025
20190322|GS|612748
20190325|GS|287685
20190326|GS|207840
20190327|GS|301909
20190328|GS|182700
20190329|GS|170310
20190401|GS|261098
20190402|GS|134716
20190403|GS|305619
20190404|GS|245818
20190405|GS|375147
20190408|GS|223112
20190409|GS|268464
20190410|GS|274472
20190411|GS|302492
20190412|GS|816971
20190415|GS|963361
20190416|GS|429867
20190417|GS|343319
20190418|GS|355478
20190422|GS|162416
20190423|GS|199116
20190424|GS|610032
20190425|GS|229265
20190426|GS|228832
20190429|GS|458101
20190430|GS|176159
20190501|GS|252072
20190502|GS|144100
20190503|GS|257494
20190506|GS|278908
20190507|GS|366999
20190508|GS|181174
20190509|GS|185149
20190510|GS|197034
20190513|GS|338215
20190514|GS|209026
20190515|GS|317949
20190516|GS|171608
20190517|GS|244584
20190520|GS|164066
20190521|GS|144881
20190522|GS|125145
20190523|GS|346893
20190524|GS|104041
20190528|GS|136912
20190529|GS|208727
20190530|GS|158516
20190531|GS|178996
20190603|GS|256659
20190604|GS|166454
20190605|GS|108651
20190606|GS|112722
20190607|GS|131153
20190610|GS|143662
20190611|GS|97521
20190612|GS|223577
20190613|GS|100901
20190614|GS|105502
20190617|GS|154011
20190618|GS|190024
20190619|GS|262215
20190620|GS|227770
20190621|GS|218304
20190624|GS|259416
20190625|GS|210367
20190626|GS|233327
20190627|GS|176133
20190628|GS|415869
20190701|GS|268062
20190702|GS|217438
20190703|GS|136228
20190705|GS|220714
20190708|GS|169166
20190709|GS|196218
20190710|GS|158212
20190711|GS|552140
20190712|GS|429819
20190715|GS|284038
20190716|GS|581380
20190717|GS|203070
20190718|GS|203974
20190719|GS|130291
20190722|GS|154092
20190723|GS|395376
20190724|GS|390679
20190725|GS|302322
20190726|GS|215892
20190729|GS|109165
20190730|GS|219602
20190731|GS|175579
20190801|GS|323676
20190802|GS|380494
20190805|GS|388241
20190806|GS|258622
20190807|GS|370044
20190808|GS|301649
20190809|GS|223821
20190812|GS|207325
20190813|GS|206420
20190814|GS|429452
20190815|GS|217203
20190816|GS|218403
20190819|GS|198606
20190820|GS|256251
20190821|GS|184874
20190822|GS|192618
20190823|GS|276269
20190826|GS|158781
20190827|GS|206301
20190828|GS|202809
20190829|GS|249936
20190830|GS|181652
20190903|GS|371944
20190904|GS|216184
20190905|GS|310815
20190906|GS|165869
20190909|GS|467067
20190910|GS|450587
20190911|GS|221159
20190912|GS|470700
20190913|GS|301185
20190916|GS|169997
20190917|GS|352315
20190918|GS|408105
20190919|GS|172106
20190920|GS|279716
20190923|GS|167278
20190924|GS|331039
20190925|GS|111963
20190926|GS|101334
20190927|GS|101199
20190930|GS|104570
20191001|GS|250403
20191002|GS|309411
20191003|GS|247559
20191004|GS|367886
20191007|GS|129983
20191008|GS|392622
20191009|GS|162448
20191010|GS|186607
20191011|GS|289874
20191014|GS|205115
20191015|GS|1806533
20191016|GS|367895
20191017|GS|349586
20191018|GS|193316
20191021|GS|270923
20191022|GS|255063
20191023|GS|142672
20191024|GS|135546
20191025|GS|338551
20191028|GS|229326
20191029|GS|186292
20191030|GS|145925
20191031|GS|176501
20191101|GS|204253
20191104|GS|184104
20191105|GS|186845
20191106|GS|120723
20191107|GS|315549
20191108|GS|137339
20191111|GS|179789
20191112|GS|137668
20191113|GS|110074
20191114|GS|123386
20191115|GS|106867
20191118|GS|143128
20191119|GS|106595
20191120|GS|235711
20191121|GS|148276
20191122|GS|124024
20191125|GS|172167
20191126|GS|158526
20191127|GS|184537
20191129|GS|81184
20191202|GS|224709
20191203|GS|352574
20191204|GS|175643
20191205|GS|164431
20191206|GS|604042
20191209|GS|210033
20191210|GS|137838
20191211|GS|322002
20191212|GS|284112
20191213|GS|207451
20191216|GS|391909
20191217|GS|453396
20191218|GS|268881
20191219|GS|310409
20191220|GS|195521
20191223|GS|213188
20191224|GS|53628
20191226|GS|142652
20191227|GS|104481
20191230|GS|186236
20191231|GS|125927
20200102|GS|304332
20200103|GS|209251
20200106|GS|420475
20200107|GS|656339
20200108|GS|320912
20200109|GS|429123
20200110|GS|205285
20200113|GS|389753
20200114|GS|494997
20200115|GS|935948
20200116|GS|460312
20200117|GS|242624
20200121|GS|191908
20200122|GS|183855
20200123|GS|232862
20200124|GS|246739
20200127|GS|246071
20200128|GS|248066
20200129|GS|603932
20200130|GS|325334
20200131|GS|383705
20200203|GS|326357
20200204|GS|272517
20200205|GS|213746
20200206|GS|152170
20200207|GS|233932
20200210|GS|222926
20200211|GS|183544
20200212|GS|172087
20200213|GS|142276
20200214|GS|151230
20200218|GS|300925
20200219|GS|225086
20200220|GS|402495
20200221|GS|221248
20200224|GS|368913
20200225|GS|815628
20200226|GS|377720
20200227|GS|385628
20200228|GS|600088
20200302|GS|655997
20200303|GS|801559
20200304|GS|363715
20200305|GS|586009
20200306|GS|548043
20200309|GS|864816
20200310|GS|843234
20200311|GS|853423
20200312|GS|972842
20200313|GS|962667
20200316|GS|958130
20200317|GS|773783
20200318|GS|1368130
20200319|GS|1125093
20200320|GS|1184809
20200323|GS|879850
20200324|GS|966732
20200325|GS|1234464
20200326|GS|1092845
20200327|GS|572916
20200330|GS|659027
20200331|GS|586251
20200401|GS|733576
20200402|GS|802427
20200403|GS|457594
20200406|GS|592570
20200407|GS|1007014
20200408|GS|1191595
20200409|GS|979098
20200413|GS|609248
20200414|GS|843780
20200415|GS|1320022
20200416|GS|790029
20200417|GS|1039550
20200420|GS|883136
20200421|GS|610005
20200422|GS|409272
20200423|GS|328018
20200424|GS|326191
20200427|GS|518522
20200428|GS|617309
20200429|GS|474664
20200430|GS|364349
20200501|GS|399755
20200504|GS|433349
20200505|GS|524754
20200506|GS|436635
20200507|GS|401378
20200508|GS|499168
20200511|GS|294360
20200512|GS|617584
20200513|GS|467114
20200514|GS|683958
20200515|GS|348846
20200518|GS|677808
20200519|GS|324295
20200520|GS|328552
20200521|GS|375498
20200522|GS|329827
20200526|GS|1241400
20200527|GS|1745868
20200528|GS|776029
20200529|GS|408003
20200601|GS|322197
20200602|GS|932963
20200603|GS|639696
20200604|GS|699239
20200605|GS|790500
20200608|GS|444667
20200609|GS|304895
20200610|GS|486809
20200611|GS|786703
20200612|GS|515484
20200615|GS|656966
20200616|GS|541286
20200617|GS|317207
20200618|GS|276772
20200619|GS|429424
20200622|GS|261799
20200623|GS|342546
20200624|GS|398031
20200625|GS|627453
20200626|GS|1820329
20200629|GS|625666
20200630|GS|504926
20200701|GS|501031
20200702|GS|381150
20200706|GS|523669
20200707|GS|486848
20200708|GS|408199
20200709|GS|569213
20200710|GS|736871
20200713|GS|788940
20200714|GS|931475
20200715|GS|3399588
20200716|GS|1257542
20200717|GS|574555
20200720|GS|362933
20200721|GS|563443
20200722|GS|906674
20200723|GS|715467
20200724|GS|609234
20200727|GS|385173
20200728|GS|373529
20200729|GS|463659
20200730|GS|582535
20200731|GS|350649
20200803|GS|291226
20200804|GS|326135
20200805|GS|348289
20200806|GS|241173
20200807|GS|495160
20200810|GS|392479
20200811|GS|629623
20200812|GS|401699
20200813|GS|404065
20200814|GS|303912
20200817|GS|597901
20200818|GS|614378
20200819|GS|404738
20200820|GS|242994
20200821|GS|180332
20200824|GS|290098
20200825|GS|271572
20200826|GS|215722
20200827|GS|581691
20200828|GS|324325
20200831|GS|195450
20200901|GS|235442
20200902|GS|507707
20200903|GS|378771
20200904|GS|515851
20200908|GS|520013
20200909|GS|271848
20200910|GS|254925
20200911|GS|191190
20200914|GS|237748
20200915|GS|339144
20200916|GS|300146
20200917|GS|415596
20200918|GS|507809
20200921|GS|1023645
20200922|GS|693808
20200923|GS|503970
20200924|GS|843815
20200925|GS|566281
20200928|GS|277002
20200929|GS|199305
20200930|GS|315102
20201001|GS|206312
20201002|GS|233003
20201005|GS|206309
20201006|GS|377089
20201007|GS|291821
20201008|GS|218305
20201009|GS|223900
20201012|GS|429565
20201013|GS|410359
20201014|GS|1247333
20201015|GS|496045
20201016|GS|386384
20201019|GS|442794
20201020|GS|459759
20201021|GS|403411
20201022|GS|345877
20201023|GS|304156
20201026|GS|450826
20201027|GS|422242
20201028|GS|541407
20201029|GS|457345
20201030|GS|410267
20201102|GS|286880
20201103|GS|641093
20201104|GS|509947
20201105|GS|327445
20201106|GS|297905
20201109|GS|707899
20201110|GS|517645
20201111|GS|358633
20201112|GS|286054
20201113|GS|368704
20201116|GS|518206
20201117|GS|495054
20201118|GS|608389
20201119|GS|235290
20201120|GS|312807
20201123|GS|558410
20201124|GS|569762
20201125|GS|316099
20201127|GS|150610
20201130|GS|469852
20201201|GS|293522
20201202|GS|332287
20201203|GS|248458
20201204|GS|431415
20201207|GS|234347
20201208|GS|165726
20201209|GS|491558
20201210|GS|353010
20201211|GS|310318
20201214|GS|411173
20201215|GS|335364
20201216|GS|216244
20201217|GS|403372
20201218|GS|256569
20201221|GS|1475311
20201222|GS|686123
20201223|GS|741460
20201224|GS|195003
20201228|GS|474692
20201229|GS|312149
20201230|GS|229614
20201231|GS|406327
20210104|GS|659090
20210105|GS|990911
20210106|GS|1533691
20210107|GS|867289
20210108|GS|462079
20210111|GS|502503
20210112|GS|952312
20210113|GS|509725
20210114|GS|686279
20210115|GS|675088
20210119|GS|1557496
20210120|GS|884437
20210121|GS|387310
20210122|GS|445393
20210125|GS|729691
20210126|GS|456508
20210127|GS|555336
20210128|GS|424285
20210129|GS|438023
20210201|GS|254941
20210202|GS|817748
20210203|GS|329466
20210204|GS|365664
20210205|GS|410409
20210208|GS|311093
20210209|GS|283570
20210210|GS|448890
20210211|GS|232347
20210212|GS|323376
