20180801|SOXL|36859
20180802|SOXL|46650
20180803|SOXL|32078
20180806|SOXL|26688
20180807|SOXL|27072
20180808|SOXL|37618
20180809|SOXL|67983
20180810|SOXL|238069
20180813|SOXL|93628
20180814|SOXL|74215
20180815|SOXL|195158
20180816|SOXL|118644
20180817|SOXL|189794
20180820|SOXL|73881
20180821|SOXL|98927
20180822|SOXL|53597
20180823|SOXL|43263
20180824|SOXL|44049
20180827|SOXL|61707
20180828|SOXL|47662
20180829|SOXL|27400
20180830|SOXL|51074
20180831|SOXL|22877
20180904|SOXL|37948
20180905|SOXL|27843
20180906|SOXL|85926
20180907|SOXL|44799
20180910|SOXL|50725
20180911|SOXL|63445
20180912|SOXL|183208
20180913|SOXL|80908
20180914|SOXL|56157
20180917|SOXL|36845
20180918|SOXL|35822
20180919|SOXL|26693
20180920|SOXL|35669
20180921|SOXL|27258
20180924|SOXL|17541
20180925|SOXL|70246
20180926|SOXL|28997
20180927|SOXL|46826
20180928|SOXL|34195
20181001|SOXL|27499
20181002|SOXL|34957
20181003|SOXL|37314
20181004|SOXL|142609
20181005|SOXL|256123
20181008|SOXL|132291
20181009|SOXL|69651
20181010|SOXL|339279
20181011|SOXL|253072
20181012|SOXL|142111
20181015|SOXL|64775
20181016|SOXL|124731
20181017|SOXL|97184
20181018|SOXL|196065
20181019|SOXL|128338
20181022|SOXL|62497
20181023|SOXL|194358
20181024|SOXL|279994
20181025|SOXL|95806
20181026|SOXL|131006
20181029|SOXL|117006
20181030|SOXL|82813
20181031|SOXL|95539
20181101|SOXL|177058
20181102|SOXL|150552
20181105|SOXL|149267
20181106|SOXL|49445
20181107|SOXL|127053
20181108|SOXL|77092
20181109|SOXL|85538
20181112|SOXL|179776
20181113|SOXL|105947
20181114|SOXL|106194
20181115|SOXL|131667
20181116|SOXL|101407
20181119|SOXL|158373
20181120|SOXL|253676
20181121|SOXL|92874
20181123|SOXL|30787
20181126|SOXL|102203
20181127|SOXL|58569
20181128|SOXL|91601
20181129|SOXL|35382
20181130|SOXL|56649
20181203|SOXL|122798
20181204|SOXL|194079
20181206|SOXL|223078
20181207|SOXL|184319
20181210|SOXL|145918
20181211|SOXL|286747
20181212|SOXL|141569
20181213|SOXL|164282
20181214|SOXL|104890
20181217|SOXL|144887
20181218|SOXL|74951
20181219|SOXL|298679
20181220|SOXL|128524
20181221|SOXL|119391
20181224|SOXL|130730
20181226|SOXL|101302
20181227|SOXL|82519
20181228|SOXL|155912
20181231|SOXL|150188
20190102|SOXL|102953
20190103|SOXL|322747
20190104|SOXL|119233
20190107|SOXL|135452
20190108|SOXL|77302
20190109|SOXL|111946
20190110|SOXL|63129
20190111|SOXL|90730
20190114|SOXL|59360
20190115|SOXL|69554
20190116|SOXL|69992
20190117|SOXL|82121
20190118|SOXL|126538
20190122|SOXL|174846
20190123|SOXL|122000
20190124|SOXL|131888
20190125|SOXL|89021
20190128|SOXL|89306
20190129|SOXL|40731
20190130|SOXL|105338
20190131|SOXL|84299
20190201|SOXL|82098
20190204|SOXL|35010
20190205|SOXL|83392
20190206|SOXL|131072
20190207|SOXL|164497
20190208|SOXL|84547
20190211|SOXL|61528
20190212|SOXL|118610
20190213|SOXL|93526
20190214|SOXL|88126
20190215|SOXL|70507
20190219|SOXL|47944
20190220|SOXL|78798
20190221|SOXL|93365
20190222|SOXL|67914
20190225|SOXL|86507
20190226|SOXL|57535
20190227|SOXL|135836
20190228|SOXL|51592
20190301|SOXL|72746
20190304|SOXL|59003
20190305|SOXL|32377
20190306|SOXL|85335
